,index,Spanish-es,emotion
10143,21168,dechadas,anticipation
10144,21171,decimoterceras,fear
10145,21172,declaración erróneos,anger
10146,21174,defectas,anger
10147,21186,defectuosas,anger
10148,21188,defendidas,trust
10149,21189,defensos,anger
10150,21193,deferencios,trust
10151,21194,definitivas,trust
10152,21195,deformadas,disgust
10153,21197,dejandas,sadness
10154,21198,dejar estupefactas,surprise
10155,21199,deliberadas,anger
10156,21201,delicadas,disgust
10157,21203,deliciosas,anticipation
10158,21206,delirias,anger
10159,21213,demacradas,fear
10160,21216,demandos,anger
10161,21217,demasiado caras,anger
10162,21220,demencios,fear
10163,21222,demolidas,sadness
10164,21223,demoníacas,anger
10165,21227,demonias,anger
10166,21239,demostrativas,joy
10167,21241,dentistos,fear
10168,21242,dentro de pocas,anticipation
10169,21243,denuncios,anger
10170,21246,dependencios,anticipation
10171,21250,depositarias,trust
10172,21251,depravadas,anger
10173,21256,depreciadas,anger
10174,21260,depresivas,sadness
10175,21261,Deprimidas,anger
10176,21264,dermatólogas,trust
10177,21265,derrocamientas,anticipation
10178,21267,derrotadas,sadness
10179,21269,desacuerdas,anger
10180,21271,desafías,anger
10181,21274,desafortunadas,anger
10182,21278,desagradecidas,anger
10183,21280,desairadas,anger
10184,21281,desalentadas,sadness
10185,21282,desalojas,anger
10186,21286,desanimadas,disgust
10187,21288,desaparecidas,fear
10188,21293,desapasionadas,sadness
10189,21294,desaprobadas,anger
10190,21296,desastrosas,anger
10191,21299,desayunas,joy
10192,21300,descalificadas,anger
10193,21303,descansadas,joy
10194,21304,descansandas,joy
10195,21305,descansas,anticipation
10196,21309,descaradas,anger
10197,21310,descendencios,fear
10198,21312,descoloradas,disgust
10199,21314,descoloramientas,disgust
10200,21315,Descomposturos,fear
10201,21316,descompuestas,sadness
10202,21317,desconcertadas,fear
10203,21319,desconciertas,fear
10204,21321,desconectos,anger
10205,21322,desconectadas,sadness
10206,21323,desconfianzos,anger
10207,21328,desconocidas,anticipation
10208,21332,desconsideradas,anger
10209,21337,descontentas,anger
10210,21344,descuidadas,anger
10211,21350,descuidas,anger
10212,21352,desdeñosas,anger
10213,21353,desdichadas,disgust
10214,21355,deseandas,joy
10215,21356,deseducadas,sadness
10216,21357,desenfrenadas,anger
10217,21364,deseas,joy
10218,21365,deseosas,anticipation
10219,21366,deservicias,anger
10220,21369,desesperadas,fear
10221,21371,desfiguradas,anger
10222,21375,desgracios,anger
10223,21380,desgraciadas,anger
10224,21384,deshechas,anger
10225,21386,deshonestas,anger
10226,21389,deshonros,anger
10227,21393,deshonradas,anger
10228,21396,Desiertas,anger
10229,21397,desiertas,anticipation
10230,21404,desinteresadas,sadness
10231,21405,deslizamiento de tierros,fear
10232,21407,deslumbramientas,anger
10233,21409,desmayas,fear
10234,21412,desmembramientas,disgust
10235,21415,desmoralizadas,fear
10236,21417,desobediencios,anger
10237,21419,desoladas,sadness
10238,21420,desordenadas,disgust
10239,21421,desorganizadas,fear
10240,21422,despechas,anger
10241,21423,despectivas,anger
10242,21430,despedidos,sadness
10243,21431,despiadadas,fear
10244,21432,despidas,anger
10245,21437,desplazadas,anger
10246,21440,desplazamientas,disgust
10247,21441,despojadas,anger
10248,21446,desposeídas,anger
10249,21449,despóticas,anger
10250,21451,despotismas,anger
10251,21455,despotricandas,anger
10252,21456,desprecias,anger
10253,21459,despreocupadas,joy
10254,21460,desprevenidas,fear
10255,21461,destierras,anger
10256,21464,destinadas,anticipation
10257,21466,destinado os,anticipation
10258,21468,destinas,anticipation
10259,21481,destructivas,anger
10260,21484,destruidas,anger
10261,21487,destruyendas,anger
10262,21490,Desventajos,sadness
10263,21491,desvergonzadas,disgust
10264,21492,detenidas,anger
10265,21496,deterioradas,disgust
10266,21500,deterioras,anger
10267,21504,determinadas,anticipation
10268,21506,deudos,sadness
10269,21507,deudor hipotecarias,fear
10270,21508,devastadas,sadness
10271,21509,devotas,anticipation
10272,21512,diablas,anger
10273,21517,diabólicas,anger
10274,21522,diáconas,trust
10275,21523,diagnósticas,anticipation
10276,21526,diarias,anticipation
10277,21529,Diarreos,disgust
10278,21530,diatribos,anger
10279,21534,dibujandas,joy
10280,21535,diccionarias,trust
10281,21536,dictaduros,anger
10282,21541,dietéticas,anticipation
10283,21542,difamatorias,anger
10284,21543,difuntas,sadness
10285,21544,dignas,trust
10286,21545,dilemos,anger
10287,21547,diligencios,trust
10288,21548,diluvias,fear
10289,21551,dinámicos,surprise
10290,21552,dineras,anger
10291,21557,dinosaurias,fear
10292,21558,Dios es buenas,joy
10293,21559,diplomacios,anticipation
10294,21561,diplomáticas,disgust
10295,21563,diputadas,trust
10296,21564,director de escuelos,trust
10297,21565,discípulas,trust
10298,21566,discapacitadas,fear
10299,21568,disciplinos,fear
10300,21569,discontinuos,anger
10301,21572,discordios,anger
10302,21574,disenteríos,disgust
10303,21576,disfrutandas,anticipation
10304,21579,disgustadas,anger
10305,21586,disgustas,anger
10306,21593,dislocadas,anger
10307,21597,disonancios,anger
10308,21598,Disparas,anger
10309,21599,disparas,anger
10310,21605,dispuestas,anticipation
10311,21608,disputos,anger
10312,21609,distintivas,trust
10313,21610,distorsionadas,disgust
10314,21611,distraídas,anger
10315,21612,disturbias,anger
10316,21616,divertidísimas,joy
10317,21618,divertidas,anticipation
10318,21622,divididas,sadness
10319,21623,divorcias,anger
10320,21629,doctrinos,trust
10321,21630,dogmos,trust
10322,21631,dogmáticas,anger
10323,21632,dolores de cabezos,fear
10324,21633,doloridas,anger
10325,21637,dolorosas,anger
10326,21641,domingas,joy
10327,21642,dominias,fear
10328,21644,dontpánicas,fear
10329,21645,dormidas,fear
10330,21646,drenadas,sadness
10331,21647,drogadas,sadness
10332,21648,dudos,fear
10333,21651,dudosas,fear
10334,21653,duelas,anger
10335,21658,dulzuros,joy
10336,21659,durezos,anger
10337,21661,echando humas,anger
10338,21662,economíos,trust
10339,21663,edictas,fear
10340,21664,educativas,trust
10341,21665,efectivas,anger
10342,21670,egoísmas,anger
10343,21671,egoístos,anger
10344,21673,ególatros,disgust
10345,21674,ejercicias,joy
10346,21675,el embarazas,disgust
10347,21676,el mejor díos,joy
10348,21677,El mejor sentimientas,joy
10349,21678,el respetas,anticipation
10350,21681,eléctricas,joy
10351,21683,electas,trust
10352,21684,electoradas,trust
10353,21685,elegancios,anticipation
10354,21688,elogias,trust
10355,21691,elogiosas,trust
10356,21692,elusivas,surprise
10357,21693,embellecimientas,joy
10358,21695,embolios,fear
10359,21697,emboscados,anger
10360,21700,embriagadas,disgust
10361,21701,emergencios,fear
10362,21704,emetofobios,fear
10363,21705,eminencios,trust
10364,21706,emas,sadness
10365,21707,emocionadas,anticipation
10366,21712,empeorandas,disgust
10367,21714,empequeñecidas,fear
10368,21716,empresos,anticipation
10369,21717,en casas,anger
10370,21721,en desacuerdas,anger
10371,21723,en desusas,anger
10372,21724,en mal estadas,disgust
10373,21725,en marchos,anticipation
10374,21726,en pánicas,fear
10375,21727,enérgicas,joy
10376,21728,encajos,anger
10377,21729,Encantadas,anticipation
10378,21731,encantadas,joy
10379,21735,encapuchadas,fear
10380,21736,encarceladas,anger
10381,21740,encarcelamientas,anger
10382,21744,enchavetadas,anger
10383,21745,enciclopedios,trust
10384,21746,encogimientas,fear
10385,21748,encuestos,trust
10386,21749,endémicas,disgust
10387,21752,enemos,disgust
10388,21753,enemigas,anger
10389,21758,energíos,joy
10390,21759,enfadadas,anger
10391,21762,enfadas,anger
10392,21763,enfermeros,trust
10393,21764,enfermizas,disgust
10394,21766,enfermas,anger
10395,21775,enfriadas,joy
10396,21776,enfurecidas,anger
10397,21778,engañadas,anger
10398,21780,engañas,anger
10399,21788,engañosas,anger
10400,21793,enigmos,surprise
10401,21794,enigmáticas,fear
10402,21795,enjuiciamientas,disgust
10403,21796,enloquecidas,anger
10404,21797,enojadas,anger
10405,21805,enraizadas,trust
10406,21806,enredadas,anger
10407,21810,enredas,anger
10408,21811,ensenados,anticipation
10409,21815,ensueñas,joy
10410,21817,enterradas,fear
10411,21819,entierras,anger
10412,21823,entrados,anger
10413,21825,entregos,anticipation
10414,21826,entretenidas,anticipation
10415,21829,entretenimientas,anticipation
10416,21833,entrevistos,fear
10417,21834,entumecimientas,sadness
10418,21835,entusiasmas,anticipation
10419,21838,entusiastos,anticipation
10420,21842,envenenadas,anger
10421,21846,envenenamientas,disgust
10422,21847,envidios,trust
10423,21848,epidemios,anger
10424,21854,epitafias,sadness
10425,21855,equilibrias,fear
10426,21856,equipas,trust
10427,21857,equivocadas,fear
10428,21858,era horos,joy
10429,21859,ermitañas,sadness
10430,21861,eróticas,anticipation
10431,21865,erráticas,surprise
10432,21866,erróneas,anger
10433,21867,esbeltas,fear
10434,21868,escándalas,anger
10435,21871,escénicas,joy
10436,21872,escépticas,trust
10437,21873,escandalosas,anger
10438,21874,escapadas,fear
10439,21875,escaramuzos,anger
10440,21876,escarchadas,joy
10441,21877,escasas,fear
10442,21879,esclavizadas,anger
10443,21883,esclavas,anger
10444,21886,escoltos,trust
10445,21887,escorios,disgust
10446,21888,escrituros,anger
10447,21890,esfuerzas,anger
10448,21892,espaldarazas,anticipation
10449,21896,espantadas,disgust
10450,21899,espantosas,anger
10451,21903,espasmas,fear
10452,21904,especialistos,trust
10453,21905,espectáculas,trust
10454,21906,espectras,fear
10455,21909,especulativas,anticipation
10456,21910,espejismas,surprise
10457,21911,esperadas,anticipation
10458,21912,esperandas,anticipation
10459,21915,esperanzos,anticipation
10460,21919,esperanzadas,anticipation
10461,21923,espigos,fear
10462,21924,espinos,anger
10463,21925,espinillos,disgust
10464,21926,espinosas,fear
10465,21927,espléndidas,joy
10466,21929,esposos,joy
10467,21931,espumosas,anger
10468,21932,espurias,disgust
10469,21933,esquizofrenios,anger
10470,21937,establecidas,joy
10471,21938,estacos,fear
10472,21939,estadísticas,trust
10473,21940,estéticos,joy
10474,21941,Estúpidas,anger
10475,21943,estancadas,sadness
10476,21944,estancamientas,anger
10477,21946,Estar atentas,anticipation
10478,21947,estigmos,anger
10479,21951,estilo de vidos,trust
10480,21952,estimos,joy
10481,21955,estocados,surprise
10482,21956,estómagas,disgust
10483,21957,estrategos,anticipation
10484,21959,estreñimientas,disgust
10485,21960,estrellos,anticipation
10486,21963,estrelladas,anticipation
10487,21965,estremecimientas,fear
10488,21966,estructuros,trust
10489,21967,estupendas,sadness
10490,21969,esvásticos,anger
10491,21971,etéreas,fear
10492,21972,eternas,anticipation
10493,21979,etiquetos,trust
10494,21980,euforios,joy
10495,21981,eutanasios,fear
10496,21983,evanescencios,sadness
10497,21985,evangelias,trust
10498,21986,exageradas,anger
10499,21988,exaltadas,joy
10500,21991,excelencios,disgust
10501,21994,excesivas,disgust
10502,21995,excesas,disgust
10503,21996,excluidas,disgust
10504,21998,Excluyendas,sadness
10505,21999,excrementas,disgust
10506,22000,excursionismas,joy
10507,22001,excusadas,anticipation
10508,22004,exhaustivas,trust
10509,22005,exilias,anger
10510,22008,exitosas,anticipation
10511,22011,exorcismas,fear
10512,22013,expectativos,anticipation
10513,22016,experiencios,joy
10514,22017,experimentadas,trust
10515,22018,expertas,joy
10516,22022,expletivas,anger
10517,22023,explosivas,anger
10518,22027,Exquisitas,joy
10519,22028,extáticas,anticipation
10520,22031,exterminias,anger
10521,22033,extintas,sadness
10522,22034,extrañas,disgust
10523,22037,extranjeras,fear
10524,22038,exuberancios,joy
10525,22039,fabulosas,joy
10526,22040,féretras,disgust
10527,22041,físicas,trust
10528,22042,fallos,sadness
10529,22043,fallecidas,sadness
10530,22044,fallecimientas,fear
10531,22046,falsas,anger
10532,22055,falta de respetas,anger
10533,22057,familios,joy
10534,22058,fanáticas,anger
10535,22065,fanatismas,fear
10536,22066,fangas,disgust
10537,22068,fangosas,disgust
10538,22069,fantasmos,fear
10539,22071,farmacios,fear
10540,22072,faras,anticipation
10541,22073,farsos,anger
10542,22077,fatigadas,sadness
10543,22078,favoritas,joy
10544,22080,fechos,joy
10545,22081,feminismas,anger
10546,22082,feas,disgust
10547,22084,festivas,joy
10548,22085,feudalismas,anger
10549,22087,feudas,anger
10550,22088,fideicomisarias,trust
10551,22089,fiestos,anticipation
10552,22097,fijas,trust
10553,22098,filos,anger
10554,22099,filántropas,trust
10555,22100,filantrópicas,trust
10556,22101,filósofas,trust
10557,22102,fin de semanos,joy
10558,22103,finalizadas,fear
10559,22104,firmos,trust
10560,22105,firmezos,trust
10561,22106,flácidas,disgust
10562,22108,flatulencios,disgust
10563,22109,flemos,disgust
10564,22110,flojas,sadness
10565,22111,fobios,fear
10566,22112,fondas,sadness
10567,22113,forasteras,fear
10568,22114,formandas,anticipation
10569,22115,formativas,trust
10570,22116,fórmulos,trust
10571,22117,foras,trust
10572,22118,fortalecimientas,joy
10573,22120,fortalezos,fear
10574,22125,fortunos,anticipation
10575,22129,forzadas,fear
10576,22130,fosas,trust
10577,22131,fracasadas,sadness
10578,22132,fracasas,disgust
10579,22137,frías,joy
10580,22140,fragatos,fear
10581,22141,francas,trust
10582,22142,franquezos,trust
10583,22143,fraudulentas,anger
10584,22145,frenéticas,anger
10585,22154,frezos,anger
10586,22155,fruncir el ceñas,sadness
10587,22156,frustros,anger
10588,22157,frustradas,anger
10589,22158,fuegas,fear
10590,22159,fuego fatuas,fear
10591,22162,fuerzos,anger
10592,22166,fugitivas,anger
10593,22171,furios,anger
10594,22174,furiosas,anger
10595,22180,furtivas,anger
10596,22186,futuras,anticipation
10597,22187,gañidas,anger
10598,22190,gacetos,trust
10599,22191,ganancios,anticipation
10600,22194,garantíos,anticipation
10601,22199,gargantos,disgust
10602,22200,garros,anger
10603,22202,gastas,joy
10604,22203,gatitas,joy
10605,22205,gelatinos,disgust
10606,22206,gemidas,disgust
10607,22214,generosas,joy
10608,22216,geriátricas,sadness
10609,22217,gestas,joy
10610,22218,ghettas,disgust
10611,22221,gimoteas,disgust
10612,22223,giras,disgust
10613,22224,glorios,anticipation
10614,22227,gloriosas,joy
10615,22228,glotoneríos,disgust
10616,22229,gnomas,anger
10617,22232,gobiernas,fear
10618,22233,golpeteas,fear
10619,22234,gonorreos,anger
10620,22238,gorros,anticipation
10621,22240,gotos,disgust
10622,22242,gotas de lluvios,joy
10623,22243,gracios,joy
10624,22244,gráficas,trust
10625,22245,gramáticos,trust
10626,22246,gran díos,fear
10627,22247,granados,fear
10628,22248,grandezos,joy
10629,22251,granizas,trust
10630,22252,granjos,anticipation
10631,22255,grasientas,disgust
10632,22258,gratuitas,disgust
10633,22259,gravadas,anger
10634,22260,gravosas,fear
10635,22262,gritandas,anger
10636,22265,gritas,anger
10637,22275,grotescas,disgust
10638,22276,gruñendas,anger
10639,22277,gruñidas,anger
10640,22281,grupas,fear
10641,22282,guíos,trust
10642,22284,guardadas,trust
10643,22285,guarderíos,joy
10644,22287,Guardios,fear
10645,22289,guaridos,fear
10646,22290,guerros,anger
10647,22294,guerreras,anger
10648,22296,guillotinos,anger
10649,22301,gusanas,anticipation
10650,22304,gustas,joy
10651,22306,hacer contrabandas,fear
10652,22307,hacerse un nidas,trust
10653,22308,haciendo campaños,anger
10654,22310,halagÃÂ¼eñas,joy
10655,22311,hamacos,joy
10656,22312,hambrientas,anticipation
10657,22313,hambrunos,sadness
10658,22314,hazaños,anticipation
10659,22317,hechizadas,surprise
10660,22318,hechas,trust
10661,22319,hedonismas,joy
10662,22320,hemorragios,disgust
10663,22323,heraldas,anger
10664,22326,herencios,anticipation
10665,22335,hermafroditos,surprise
10666,22336,hermanas,trust
10667,22337,hermosos,joy
10668,22338,heroínos,trust
10669,22339,heroísmas,anticipation
10670,22343,heroicas,joy
10671,22346,herramientos,anger
10672,22347,Herreras,trust
10673,22348,hervir a fuego lentas,anger
10674,22351,hidalgas,trust
10675,22352,hidros,fear
10676,22353,hidrocefalios,disgust
10677,22356,hidrofobios,disgust
10678,22357,hierras,trust
10679,22358,hijos,joy
10680,22359,himnas,anticipation
10681,22363,himno de alegríos,trust
10682,22364,hinchadas,disgust
10683,22365,hipertrofios,disgust
10684,22368,hiperventilandas,fear
10685,22369,hipócritos,disgust
10686,22371,hipotecos,fear
10687,22372,histéricas,anger
10688,22374,histerios,fear
10689,22375,hojos,joy
10690,22376,holocaustas,anger
10691,22380,hombras,trust
10692,22381,homicidos,anger
10693,22383,homicidias,anger
10694,22387,homicidio involuntarias,anger
10695,22392,honestas,anger
10696,22398,hongas,disgust
10697,22399,honradas,joy
10698,22401,horos,anticipation
10699,22402,horcos,anger
10700,22405,hordos,surprise
10701,22406,hornas,anger
10702,22407,horóscopas,anticipation
10703,22408,horrendas,anger
10704,22412,horrorizadas,fear
10705,22413,horrorosas,fear
10706,22414,hoscas,anger
10707,22418,hospicias,sadness
10708,22419,huérfanas,fear
10709,22421,huecas,sadness
10710,22422,Huelgos,anger
10711,22424,huertos,joy
10712,22425,huidas,fear
10713,22426,humanitarias,anticipation
10714,22430,humilladas,joy
10715,22432,humorísticas,joy
10716,22433,hundidas,disgust
10717,22436,hundimientas,fear
10718,22439,Hurros,joy
10719,22441,hurtas,anger
10720,22444,ictericios,fear
10721,22445,Idea equivocados,anger
10722,22448,idiotos,anger
10723,22451,idas,sadness
10724,22452,idolatríos,disgust
10725,22454,Iglesios,anticipation
10726,22457,ignoradas,disgust
10727,22458,ilícitas,anger
10728,22461,ilegítimas,anger
10729,22466,iluminos,joy
10730,22467,impías,anger
10731,22470,importancios,anticipation
10732,22471,impotencios,anger
10733,22476,imprevistas,surprise
10734,22478,imprudencios,anger
10735,22482,impuestas,disgust
10736,22484,impulsas,anticipation
10737,22485,impurezos,disgust
10738,22486,impuras,disgust
10739,22487,inadecuadas,sadness
10740,22488,inéditas,anticipation
10741,22490,inalámbricas,anger
10742,22493,inapropiadas,anger
10743,22496,incendiarias,anger
10744,22499,incendio provocadas,anger
10745,22501,incestas,anger
10746,22505,incestuosas,disgust
10747,22506,inciensas,anger
10748,22508,inciertas,anger
10749,22512,incómodas,sadness
10750,22513,incompetencios,anger
10751,22514,incompletas,sadness
10752,22515,inconfirmadas,anticipation
10753,22516,incontinencios,surprise
10754,22517,incorpóreas,fear
10755,22519,incrédulas,anger
10756,22521,incumplidas,anger
10757,22525,incumplimientas,anger
10758,22529,incursionandas,anger
10759,22531,indecencios,anger
10760,22533,indecisas,anger
10761,22537,indefensas,fear
10762,22541,independencios,anticipation
10763,22545,indiferencios,anger
10764,22549,indignadas,anger
10765,22551,indigno de confianzos,anger
10766,22552,indispuestas,sadness
10767,22553,ineficacios,disgust
10768,22555,ineptas,anger
10769,22557,inequívocas,trust
10770,22558,inesperadas,anticipation
10771,22562,inexplicadas,anticipation
10772,22564,infamios,sadness
10773,22565,infancios,joy
10774,22566,infanticidias,anger
10775,22570,infartas,fear
10776,22572,infecciosas,disgust
10777,22575,infiernas,anger
10778,22581,infinitas,anticipation
10779,22584,infructuosas,sadness
10780,22585,ingeniosas,joy
10781,22586,inhóspitas,sadness
10782,22587,inhumanas,anger
10783,22591,injusticios,anger
10784,22594,injustas,anger
10785,22598,inmaculadas,joy
10786,22601,inmaduras,anticipation
10787,22602,inmundicios,disgust
10788,22603,inmundas,disgust
10789,22605,inquietas,fear
10790,22606,insípidas,disgust
10791,22607,insanas,anger
10792,22609,insatisfactorias,disgust
10793,22610,insatisfechas,disgust
10794,22612,insectas,fear
10795,22613,inseguras,anger
10796,22618,insidiosas,anger
10797,22621,insolvencios,fear
10798,22624,insomnias,fear
10799,22625,inspiradas,joy
10800,22628,instintivas,anger
10801,22631,institutas,trust
10802,22632,insuficiencios,anger
10803,22633,insultas,anger
10804,22637,insuperadas,anticipation
10805,22641,intactas,trust
10806,22643,inteligencios,fear
10807,22646,intensas,anger
10808,22652,intentas,anticipation
10809,22653,interesadas,disgust
10810,22655,interrogatorias,fear
10811,22656,interrumpidas,sadness
10812,22657,interrumpiendas,anger
10813,22659,intestinas,disgust
10814,22660,intituladas,sadness
10815,22661,intolerancios,anger
10816,22664,intrigos,anticipation
10817,22667,intrusas,anger
10818,22674,inválidas,sadness
10819,22675,invictas,anticipation
10820,22681,iros,anger
10821,22683,irresolutas,anticipation
10822,22684,irrespetuosas,anger
10823,22688,irritos,anger
10824,22690,irritadas,anger
10825,22692,jadeandas,fear
10826,22693,jarros,anger
10827,22696,jaulos,sadness
10828,22697,jeringuillos,fear
10829,22698,jodidas,anger
10830,22700,joyos,joy
10831,22701,jubilosas,joy
10832,22705,juegas,anticipation
10833,22707,juicias,surprise
10834,22709,juiciosas,trust
10835,22710,juradas,trust
10836,22711,juramentas,trust
10837,22712,jurisprudencios,sadness
10838,22713,juristos,trust
10839,22714,justicios,joy
10840,22716,juzgadas,trust
10841,22717,kiddas,joy
10842,22718,la vidos,joy
10843,22719,la vida apestos,sadness
10844,22720,la vida es buenos,joy
10845,22721,laberintas,anticipation
10846,22722,lado oscuras,anger
10847,22723,ladros,anger
10848,22724,lágrimos,sadness
10849,22725,lástimos,sadness
10850,22726,látigas,anger
10851,22727,lías,disgust
10852,22728,líricas,joy
10853,22729,lívidas,anger
10854,22731,lagas,joy
10855,22732,lamentandas,sadness
10856,22733,lamentas,disgust
10857,22736,lanos,anger
10858,22739,langostos,fear
10859,22740,languideciendas,fear
10860,22742,lanzos,anger
10861,22746,lanzamientas,anticipation
10862,22747,largas,anticipation
10863,22748,lascivas,disgust
10864,22749,lastimandas,anger
10865,22752,lastimeras,sadness
10866,22753,latigazas,anger
10867,22755,laudatorias,trust
10868,22756,laureadas,trust
10869,22757,lavos,anger
10870,22759,lavabas,disgust
10871,22761,lavandos,joy
10872,22762,lazas,sadness
10873,22763,legadas,trust
10874,22764,legalizadas,anger
10875,22768,legislaturos,trust
10876,22769,lengÃÂ¼etos,anger
10877,22770,lentas,sadness
10878,22771,leonadas,disgust
10879,22772,lepros,disgust
10880,22775,lesbianos,disgust
10881,22777,lesionadas,fear
10882,22779,letargas,sadness
10883,22780,letradas,anticipation
10884,22782,leucemios,anger
10885,22785,levantadas,joy
10886,22786,levantamientas,anger
10887,22790,libra esterlinos,anger
10888,22794,libreríos,joy
10889,22795,ligeras,joy
10890,22796,limitadas,anger
10891,22798,limas,disgust
10892,22799,limosnos,sadness
10893,22800,lingÃÂ¼istos,trust
10894,22801,liros,joy
10895,22802,lisiadas,fear
10896,22806,Listas,anticipation
10897,22807,litigiosas,anger
10898,22809,llaga gangrenosos,anger
10899,22811,llamativas,disgust
10900,22813,llantas,sadness
10901,22814,llegados,anticipation
10902,22815,lleno de alegríos,joy
10903,22816,lleno de savios,trust
10904,22817,llevar a la fuerzos,disgust
10905,22819,lloradas,sadness
10906,22820,llorandas,sadness
10907,22821,llorosas,disgust
10908,22825,lluvios,sadness
10909,22826,lluviosas,sadness
10910,22827,lo más hondas,fear
10911,22838,locuros,anger
10912,22839,Locuros,anger
10913,22849,lodas,disgust
10914,22850,logradas,joy
10915,22851,logras,anticipation
10916,22855,loras,disgust
10917,22856,loteríos,anticipation
10918,22857,lozanas,disgust
10919,22860,luchos,anger
10920,22867,luchadoros,anger
10921,22868,luciérnagos,joy
10922,22869,lugar de nacimientas,anger
10923,22870,lujas,joy
10924,22872,lujosas,anticipation
10925,22875,lujurios,anticipation
10926,22876,lunáticas,anger
10927,22880,lutas,sadness
10928,22881,luz de la lunos,joy
10929,22882,luz de una velos,joy
10930,22883,mañanos,anticipation
10931,22884,Mañanos,joy
10932,22885,maestríos,anger
10933,22888,mágicas,anticipation
10934,22891,máquinos,trust
10935,22892,más afortunadas,joy
10936,22893,más altas,anticipation
10937,22897,más bajas,sadness
10938,22898,máximos,trust
10939,22899,médicas,anticipation
10940,22903,médulos,joy
10941,22906,méritas,trust
10942,22907,míos,joy
10943,22908,músicos,joy
10944,22910,místicas,surprise
10945,22911,mafios,fear
10946,22912,magios,joy
10947,22913,magnéticas,trust
10948,22914,magníficas,anticipation
10949,22919,magnificencios,anticipation
10950,22922,magas,anticipation
10951,22926,majestuosas,anticipation
10952,22930,mal comportamientas,anger
10953,22933,mal usas,anger
10954,22934,mala conductos,disgust
10955,22935,malévolas,anger
10956,22940,malarios,disgust
10957,22943,maldiciendas,anger
10958,22945,Maldita seos,anger
10959,22947,malditas,anger
10960,22954,malentendidas,anger
10961,22956,malhumoradas,anger
10962,22957,malicios,disgust
10963,22958,maliciosas,anger
10964,22962,malignas,anger
10965,22966,malas,anger
10966,22970,malvadas,fear
10967,22971,maníacas,anger
10968,22974,manchos,sadness
10969,22975,manchadas,disgust
10970,22977,manguitas,anger
10971,22979,manicuros,joy
10972,22980,mansas,sadness
10973,22981,mantenimientas,trust
10974,22982,maravillos,surprise
10975,22983,maravillosas,joy
10976,22991,marcadas,anger
10977,22992,marcha malos,anger
10978,22995,marchitas,disgust
10979,22996,marco de referencios,trust
10980,22997,mareadas,disgust
10981,22999,maridas,joy
10982,23000,marinos,trust
10983,23001,martilleas,anger
10984,23002,martirias,fear
10985,23004,masos,anger
10986,23006,masoquismas,anger
10987,23009,mataderas,anger
10988,23013,matanzos,anger
10989,23023,matemáticas,trust
10990,23024,materialistos,disgust
10991,23025,maternas,anticipation
10992,23026,matrimonias,anticipation
10993,23032,matronos,trust
10994,23033,mausoleas,sadness
10995,23034,mayordomas,trust
10996,23036,mayorios,joy
10997,23038,mazmorros,fear
10998,23039,Mazas,fear
10999,23040,me alegró el díos,joy
11000,23041,me enojos,anger
11001,23042,me gustos,trust
11002,23043,me gusta estas,joy
11003,23044,mecenazgas,trust
11004,23045,medallos,anticipation
11005,23049,medidos,trust
11006,23050,meditandas,joy
11007,23051,mejoros,joy
11008,23054,melancolíos,sadness
11009,23055,melancólicas,sadness
11010,23057,melodíos,joy
11011,23058,melodramos,anger
11012,23060,melosas,joy
11013,23061,mendigas,sadness
11014,23062,mensajeras,trust
11015,23063,Mensajeras,trust
11016,23064,mentos,joy
11017,23065,mentecatas,joy
11018,23066,mentiros,anger
11019,23070,mentirosas,disgust
11020,23071,mercancíos,fear
11021,23072,mercenarias,fear
11022,23073,meritorias,joy
11023,23075,mesuradas,joy
11024,23077,metrallos,fear
11025,23078,mezquitos,anger
11026,23079,mi favoritas,joy
11027,23080,microscopias,trust
11028,23081,miedas,anger
11029,23086,mierdos,anger
11030,23089,mierda de caballas,anger
11031,23090,migraños,sadness
11032,23091,milagras,anticipation
11033,23095,milagrosas,joy
11034,23097,milicios,anger
11035,23100,mimetismas,surprise
11036,23101,ministerias,joy
11037,23103,miopíos,anger
11038,23105,mirandas,joy
11039,23106,mirar boquiabiertas,surprise
11040,23107,miserios,anger
11041,23111,misterias,anticipation
11042,23113,misteriosas,anticipation
11043,23118,mocas,disgust
11044,23119,Modos,trust
11045,23120,modestas,trust
11046,23121,modo furios,anger
11047,23122,mofos,disgust
11048,23123,mohas,disgust
11049,23124,mojadas,anger
11050,23127,molestios,anger
11051,23131,Molestas,anger
11052,23138,molinas,anticipation
11053,23139,monetarias,anticipation
11054,23140,monocromas,disgust
11055,23141,monogamios,trust
11056,23142,monótonas,sadness
11057,23143,monstruas,fear
11058,23145,monstruosas,disgust
11059,23149,montaños,anticipation
11060,23151,mórbidas,sadness
11061,23152,mordazos,disgust
11062,23153,moribundas,anger
11063,23158,mortuorias,fear
11064,23160,mosquitas,anger
11065,23162,motos,disgust
11066,23163,movimientas,anticipation
11067,23164,mozos,anger
11068,23166,muñecos,joy
11069,23167,muérdagas,joy
11070,23168,mucosas,disgust
11071,23169,muecos,anticipation
11072,23173,mugrientas,disgust
11073,23174,mulos,anger
11074,23176,mutiladas,disgust
11075,23177,muy afortunadas,joy
11076,23178,muy lentas,anger
11077,23179,muy preparadas,fear
11078,23180,nacido muertas,sadness
11079,23181,nacimientas,anticipation
11080,23185,nacimiento de un niño muertas,sadness
11081,23186,nados,sadness
